"game_id","exposure","outcome","field_location","wind_new","temp_new","surface_new","roof_new","def_team_rating","off_team_rating","spread_line_new"
"2022_15_KC_HOU",0,1,0,10,54,0,0,2,1,14.5
"2022_18_KC_LV",0,1,0,4,54,1,0,2,1,9
"2023_06_DEN_KC",1,1,1,15,62,1,1,2,1,10.5
"2023_08_KC_DEN",1,0,0,3,26,1,1,2,1,7
"2023_11_PHI_KC",1,0,1,12,45,1,1,2,1,2.5
"2023_13_KC_GB",1,0,0,9,31,1,1,1,1,5.5
"2023_14_BUF_KC",1,0,1,5,45,1,1,1,1,2
"2023_16_LV_KC",1,0,1,11,38,1,1,1,1,11
"2023_17_CIN_KC",1,1,1,12,36,1,1,2,1,7.5
"2023_18_KC_LAC",1,1,0,7,57,0,0,2,1,-3.5
"2023_03_CHI_KC",0,1,1,9,82,1,1,2,1,13
"2023_04_KC_NYJ",0,1,0,5,69,0,1,1,1,9.5
"2023_05_KC_MIN",0,1,0,7,58,0,0,1,1,3.5
"2023_07_LAC_KC",0,1,1,10,72,1,1,2,1,5.5
"2023_09_MIA_KC",0,1,1,14,53,1,1,2,1,1
"2023_12_KC_LV",0,1,0,14,55,1,0,1,1,9
"2023_15_KC_NE",0,1,0,7,53,0,1,1,1,10
"2024_02_CIN_KC",1,1,1,8,89,1,1,2,1,6.5
"2024_03_KC_ATL",1,1,0,3,89,0,0,2,1,3
"2024_05_NO_KC",1,1,1,0,70,1,1,2,1,5.5
"2024_07_KC_SF",1,1,0,3,77,1,1,2,1,-2.5
"2024_09_TB_KC",1,1,1,6,63,1,1,2,1,9
"2024_10_DEN_KC",1,1,1,12,57,1,1,1,1,7.5
"2024_11_KC_BUF",1,0,0,3,50,0,1,1,1,-2.5
"2024_12_KC_CAR",1,1,0,5,61,1,1,2,1,11
"2024_15_KC_CLE",1,1,0,18,40,1,1,2,1,4.5
"2024_16_HOU_KC",1,1,1,5,30,1,1,1,1,3.5
"2024_17_KC_PIT",1,1,0,2,39,1,1,1,1,3
"2024_18_KC_DEN",1,0,0,5,30,1,1,1,1,-10.5
"2024_01_BAL_KC",0,1,1,8,67,1,1,1,1,3
"2024_04_KC_LAC",0,1,0,7,68,0,0,1,1,7.5
"2024_08_KC_LV",0,1,0,5,80,1,0,2,1,9
"2024_13_LV_KC",0,1,1,5,37,1,1,2,1,13.5
"2024_14_LAC_KC",0,1,1,10,50,1,1,1,1,5
