"game_id","exposure","outcome","field_location","wind_new","temp_new","surface_new","roof_new","def_team_rating","off_team_rating","spread_line_new"
"2020_11_PIT_JAX",1,0,1,3,72,1,1,1,2,-11
"2020_12_CLE_JAX",1,0,1,1,70,1,1,2,2,-7.5
"2020_14_TEN_JAX",1,0,1,2,69,1,1,2,2,-7.5
"2020_15_JAX_BAL",1,0,0,3,39,1,1,1,2,-13
"2020_17_JAX_IND",1,0,0,4,36,0,0,1,2,-15.5
"2020_01_IND_JAX",0,1,1,3,80,1,1,1,2,-7
"2020_13_JAX_MIN",0,0,0,7,36,0,0,2,2,-10.5
"2020_16_CHI_JAX",0,0,1,5,55,1,1,1,2,-9.5
"2021_01_JAX_HOU",1,0,0,9,82,0,0,2,2,3.5
"2021_04_JAX_CIN",1,0,0,5,70,0,1,1,2,-7.5
"2021_06_MIA_JAX",1,1,1,7,61,1,1,1,2,-2.5
"2021_08_JAX_SEA",1,0,0,3,54,0,1,1,2,-4
"2021_13_JAX_LA",1,0,0,3,65,0,0,1,2,-14
"2021_15_HOU_JAX",1,0,1,9,76,1,1,2,2,6
"2021_16_JAX_NYJ",1,0,0,12,48,0,1,2,2,-2.5
"2021_18_IND_JAX",1,1,1,13,77,1,1,1,2,-14
"2021_10_JAX_IND",0,0,0,6,36,0,0,1,2,-10.5
"2021_17_JAX_NE",0,0,0,5,46,0,1,1,2,-17.5
"2022_01_JAX_WAS",1,0,0,4,74,1,1,1,1,-3
"2022_02_IND_JAX",1,1,1,9,78,1,1,2,1,-3
"2022_03_JAX_LAC",1,1,0,9,81,0,0,2,1,-6.5
"2022_04_JAX_PHI",1,0,0,15,59,1,1,1,1,-6.5
"2022_05_HOU_JAX",1,0,1,8,80,1,1,2,1,7
"2022_06_JAX_IND",1,0,0,5,62,0,1,2,1,-1
"2022_07_NYG_JAX",1,0,1,6,71,1,1,2,1,3
"2022_10_JAX_KC",1,0,0,9,33,1,1,2,1,-10
"2022_12_BAL_JAX",1,1,1,14,74,1,1,1,1,-3.5
"2022_14_JAX_TEN",1,1,0,5,50,1,1,1,1,-3
"2022_09_LV_JAX",0,1,1,12,81,1,1,2,1,-2.5
"2022_15_DAL_JAX",0,1,1,4,51,1,1,1,1,-4
"2022_16_JAX_NYJ",0,1,0,14,45,0,1,1,1,-2.5
"2022_17_JAX_HOU",0,1,0,8,72,0,0,2,1,3.5
"2022_18_TEN_JAX",0,1,1,4,59,1,1,1,1,6
"2023_03_HOU_JAX",1,0,1,6,84,1,1,1,1,7.5
"2023_06_IND_JAX",1,1,1,10,68,1,1,2,1,4
"2023_07_JAX_NO",1,1,0,8,79,0,0,1,1,-2.5
"2023_10_SF_JAX",1,0,1,11,59,1,1,1,1,-3
"2023_11_TEN_JAX",1,1,1,3,75,1,1,1,1,6.5
"2023_13_CIN_JAX",1,0,1,4,61,1,1,2,1,10
"2023_14_JAX_CLE",1,0,0,11,39,1,1,2,1,-2.5
"2023_15_BAL_JAX",1,0,1,13,58,1,1,1,1,-4
"2023_16_JAX_TB",1,0,0,11,72,1,1,1,1,2
"2023_17_CAR_JAX",1,1,1,8,56,1,1,2,1,3.5
"2023_18_JAX_TEN",1,0,0,11,41,1,1,1,1,3.5
"2023_08_JAX_PIT",0,1,0,2,58,1,1,1,1,2.5
"2023_12_JAX_HOU",0,1,0,8,57,0,0,1,1,1
"2024_01_JAX_MIA",1,0,0,10,91,1,1,1,2,-3.5
"2024_03_JAX_BUF",1,0,0,5,68,0,1,1,2,-4
"2024_04_JAX_HOU",1,0,0,4,82,0,0,1,2,-5.5
"2024_05_IND_JAX",1,1,1,4,74,1,1,2,2,3.5
"2024_06_JAX_CHI",1,0,0,3,54,1,1,1,2,1.5
"2024_07_NE_JAX",1,1,1,12,63,1,1,2,2,6.5
"2024_08_GB_JAX",1,0,1,4,84,1,1,1,2,-3.5
"2024_09_JAX_PHI",1,0,0,6,57,1,1,1,2,-7.5
"2024_13_HOU_JAX",1,0,1,5,56,1,1,1,2,-3.5
"2024_14_JAX_TEN",1,1,0,9,53,1,1,2,2,-3
"2024_16_JAX_LV",1,0,0,2,60,1,0,2,2,-2.5
"2024_18_JAX_IND",1,0,0,2,21,0,0,2,2,-3.5
"2024_02_CLE_JAX",0,0,1,12,80,1,1,2,2,3
"2024_10_MIN_JAX",0,0,1,7,79,1,1,1,2,-7
"2024_15_NYJ_JAX",0,0,1,12,73,1,1,2,2,-3.5
"2024_17_TEN_JAX",0,1,1,16,72,1,1,2,2,-1
